id,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
100,22.1,27.2,0.0,568.0,0.004474738,0
101,22.1,27.2,0.0,574.5,0.004474738,0
102,22.1,27.2,0.0,564.3333333,0.004474738,0
103,22.1,27.2,0.0,563.0,0.004474738,0
104,22.1,27.15,0.0,564.5,0.004466454,0
105,22.06666667,27.16666667,0.0,566.3333333,0.004460078,0
106,22.1,27.1,0.0,562.0,0.004458169,0
107,22.0,27.1,0.0,565.5,0.004430876,0
108,22.0,27.1,0.0,570.0,0.004430876,0
109,22.05,27.15,0.0,562.0,0.004452763,0
110,22.0,27.1,0.0,560.0,0.004430876,0
111,22.0,27.1,0.0,558.0,0.004430876,0
112,22.0,27.1,0.0,556.0,0.004430876,0
113,22.0,27.1,0.0,557.0,0.004430876,0
114,21.9175,27.1,0.0,556.5,0.004408469,0
115,21.945,27.1,0.0,557.5,0.004415927,0
116,21.92666667,27.1,0.0,555.0,0.004410954,0
117,21.89,27.1,0.0,555.0,0.004401023,0
118,21.89,27.1,0.0,553.0,0.004401023,0
119,21.89,27.1,0.0,549.5,0.004401023,0
120,21.89,27.1,0.0,548.5,0.004401023,0
121,21.89,27.1,0.0,551.5,0.004401023,0
122,21.89,27.1,0.0,548.5,0.004401023,0
123,21.89,27.1,0.0,548.0,0.004401023,0
124,21.89,27.1,0.0,547.5,0.004401023,0
125,21.89,27.1,0.0,553.0,0.004401023,0
126,21.84,27.1,0.0,547.5,0.004387512,0
127,21.85666667,27.1,0.0,548.6666667,0.004392012,0
128,21.79,27.1,0.0,540.0,0.004374038,0
129,21.79,27.1,0.0,538.0,0.004374038,0
130,21.79,27.1,0.0,542.0,0.004374038,0
131,21.79,27.1,0.0,542.0,0.004374038,0
132,21.79,27.1,0.0,538.0,0.004374038,0
133,21.79,27.1,0.0,537.6666667,0.004374038,0
134,21.79,27.1,0.0,537.5,0.004374038,0
135,21.79,27.1,0.0,536.0,0.004374038,0
136,21.745,27.1,0.0,534.5,0.004361943,0
137,21.7,27.1,0.0,532.5,0.004349877,0
138,21.76,27.1,0.0,530.0,0.004365971,0
139,21.745,27.05,0.0,529.5,0.004353839,0
140,21.79,27.05,0.0,531.0,0.004365912,0
141,21.73,27.0,0.0,533.3333333,0.004341725,0
142,21.745,27.0,0.0,531.0,0.004345735,0
143,21.745,27.0,0.0,529.0,0.004345735,0
144,21.745,27.0,0.0,528.5,0.004345735,0
145,21.7,27.0,0.0,525.0,0.004333714,0
146,21.7,27.0,0.0,528.5,0.004333714,0
147,21.7,27.0,0.0,530.5,0.004333714,0
148,21.7,26.89,0.0,528.0,0.004315936,0
149,21.7,26.89,0.0,526.0,0.004315936,0
150,21.7,26.89,0.0,530.0,0.004315936,0
151,21.7,26.89,0.0,533.3333333,0.004315936,0
152,21.7,26.89,0.0,529.0,0.004315936,0
153,21.7,26.89,0.0,528.0,0.004315936,0
154,21.7,26.89,0.0,526.0,0.004315936,0
155,21.7,26.89,0.0,526.0,0.004315936,0
156,21.7,26.79,0.0,521.0,0.004299774,0
157,21.7,26.79,0.0,518.0,0.004299774,0
158,21.7,26.79,0.0,515.5,0.004299774,0
159,21.7,26.79,0.0,520.0,0.004299774,0
160,21.7,26.7675,0.0,523.5,0.004296138,0
161,21.7,26.79,0.0,525.5,0.004299774,0
162,21.7,26.79,0.0,525.5,0.004299774,0
163,21.7,26.79,0.0,514.0,0.004299774,0
164,21.7,26.7,0.0,518.0,0.00428523,0
165,21.7,26.7,0.0,518.0,0.00428523,0
166,21.7,26.7,0.0,520.0,0.00428523,0
167,21.6,26.7,0.0,521.0,0.004258922,0
168,21.6,26.6,0.0,518.0,0.004242862,0
169,21.6,26.65,0.0,517.0,0.004250892,0
170,21.6,26.6,0.0,511.5,0.004242862,0
171,21.65,26.65,0.0,514.0,0.004264003,0
172,21.6,26.55,0.0,515.5,0.004234832,0
173,21.6,26.5,0.0,517.0,0.004226803,0
174,21.6,26.5,0.0,515.0,0.004226803,0
175,21.6,26.5,0.0,512.0,0.004226803,0
176,21.6,26.5,0.0,515.0,0.004226803,0
177,21.65,26.55,0.0,511.0,0.004247894,0
178,21.6,26.5,0.0,514.0,0.004226803,0
179,21.6,26.445,0.0,508.0,0.004217971,0
180,21.6,26.4725,0.0,509.75,0.004222387,0
181,21.6,26.445,0.0,508.75,0.004217971,0
182,21.6,26.445,0.0,508.5,0.004217971,0
183,21.6,26.39,0.0,507.0,0.004209139,0
184,21.6,26.39,0.0,507.0,0.004209139,0
185,21.6,26.39,0.0,503.5,0.004209139,0
186,21.6,26.39,0.0,504.0,0.004209139,0
187,21.6,26.39,0.0,504.0,0.004209139,0
188,21.575,26.315,0.0,500.5,0.004190637,0
189,21.6,26.29,0.0,500.0,0.004193082,0
190,21.6,26.29,0.0,503.5,0.004193082,0
191,21.55,26.245,0.0,503.0,0.004172982,0
192,21.55,26.245,0.0,502.5,0.004172982,0
193,21.5,26.2,0.0,502.0,0.004152962,0
194,21.56666667,26.2,0.0,502.0,0.004170059,0
195,21.5,26.2,0.0,502.5,0.004152962,0
196,21.5,26.2,0.0,497.0,0.004152962,0
197,21.5,26.15,0.0,501.5,0.004144984,0
198,21.5,26.15,0.0,504.0,0.004144984,0
199,21.5,26.1,0.0,501.0,0.004137006,0
200,21.5,26.1,0.0,493.75,0.004137006,0
201,21.5,26.1,0.0,500.0,0.004137006,0
202,21.5,26.1,0.0,504.5,0.004137006,0
203,21.5,26.05,0.0,504.0,0.004129028,0
204,21.5,26.1,0.0,501.0,0.004137006,0
205,21.5,26.0,0.0,499.0,0.00412105,0
206,21.5,26.0,0.0,502.0,0.00412105,0
207,21.5,26.0,0.0,503.5,0.00412105,0
208,21.5,26.0,0.0,500.6666667,0.00412105,0
209,21.5,26.0,0.0,493.0,0.00412105,0
210,21.5,26.0,0.0,492.5,0.00412105,0
211,21.5,26.0,0.0,493.0,0.00412105,0
212,21.5,25.89,0.0,495.5,0.0041035,0
213,21.5,26.0,0.0,492.6666667,0.00412105,0
214,21.5,26.0,0.0,490.0,0.00412105,0
215,21.5,25.92666667,0.0,493.0,0.00410935,0
216,21.5,25.89,0.0,494.6666667,0.0041035,0
217,21.5,25.89,0.0,496.0,0.0041035,0
218,21.5,25.89,0.0,491.0,0.0041035,0
219,21.5,25.84,0.0,490.5,0.004095523,0
220,21.5,25.84,0.0,490.0,0.004095523,0
221,21.5,25.89,0.0,491.0,0.0041035,0
222,21.5,25.89,0.0,491.6666667,0.0041035,0
223,21.5,25.89,0.0,493.5,0.0041035,0
224,21.4725,25.865,0.0,493.75,0.004092568,0
225,21.5,25.84,0.0,490.0,0.004095523,0
226,21.5,25.79,0.0,488.0,0.004087546,0
227,21.5,25.79,0.0,490.0,0.004087546,0
228,21.5,25.79,0.0,487.0,0.004087546,0
229,21.445,25.745,0.0,492.5,0.004066556,0
230,21.445,25.745,0.0,493.5,0.004066556,0
231,21.46333333,25.76,0.0,493.3333333,0.004073542,0
232,21.445,25.745,0.0,488.0,0.004066556,0
233,21.5,25.79,0.0,487.5,0.004087546,0
234,21.42666667,25.73,0.0,485.3333333,0.004059579,0
235,21.39,25.7,0.0,484.0,0.004045656,0
236,21.39,25.7,0.0,489.0,0.004045656,0
237,21.445,25.745,0.0,488.0,0.004066556,0
238,21.5,25.79,0.0,493.0,0.004087546,0
239,21.39,25.7,0.0,491.0,0.004045656,0
240,21.445,25.745,0.0,488.0,0.004066556,0
241,21.445,25.745,0.0,487.25,0.004066556,0
242,21.39,25.7,0.0,489.0,0.004045656,0
243,21.5,25.79,0.0,489.0,0.004087546,0
244,21.39,25.7,0.0,486.0,0.004045656,0
245,21.42666667,25.73,0.0,484.6666667,0.004059579,0
246,21.39,25.7,0.0,485.0,0.004045656,0
247,21.39,25.7,0.0,487.0,0.004045656,0
248,21.39,25.7,0.0,492.0,0.004045656,0
249,21.39,25.7,0.0,490.6666667,0.004045656,0
250,21.39,25.7,0.0,488.0,0.004045656,0
251,21.39,25.7,0.0,485.5,0.004045656,0
252,21.39,25.7,0.0,486.0,0.004045656,0
253,21.39,25.7,0.0,485.5,0.004045656,0
254,21.39,25.7,0.0,486.0,0.004045656,0
255,21.39,25.7,0.0,480.0,0.004045656,0
256,21.39,25.7,0.0,481.0,0.004045656,0
257,21.39,25.7,0.0,481.6666667,0.004045656,0
258,21.39,25.7,0.0,485.5,0.004045656,0
259,21.39,25.7,0.0,485.0,0.004045656,0
260,21.39,25.7,0.0,473.0,0.004045656,0
261,21.39,25.7,0.0,475.0,0.004045656,0
262,21.39,25.7,0.0,486.0,0.004045656,0
263,21.39,25.7,0.0,481.5,0.004045656,0
264,21.39,25.7,0.0,483.0,0.004045656,0
265,21.39,25.7,0.0,479.0,0.004045656,0
266,21.39,25.7,0.0,479.0,0.004045656,0
267,21.39,25.7,0.0,479.0,0.004045656,0
268,21.34,25.7,0.0,479.0,0.004033195,0
269,21.39,25.7,0.0,479.0,0.004045656,0
270,21.39,25.7,0.0,477.0,0.004045656,0
271,21.39,25.7,0.0,477.5,0.004045656,0
272,21.29,25.7,0.0,477.5,0.004020769,0
273,21.34,25.7,0.0,480.0,0.004033195,0
274,21.29,25.7,0.0,480.0,0.004020769,0
275,21.34,25.7,0.0,482.0,0.004033195,0
276,21.32333333,25.7,0.0,480.3333333,0.004029049,0
277,21.34,25.7,0.0,477.5,0.004033195,0
278,21.29,25.7,0.0,476.0,0.004020769,0
279,21.39,25.7,0.0,479.0,0.004045656,0
280,21.39,25.7,0.0,471.0,0.004045656,0
281,21.29,25.7,0.0,474.0,0.004020769,0
282,21.29,25.7,0.0,477.5,0.004020769,0
283,21.34,25.7,0.0,476.0,0.004033195,0
284,21.29,25.7,0.0,474.25,0.004020769,0
285,21.39,25.7,0.0,475.0,0.004045656,0
286,21.29,25.7,0.0,476.5,0.004020769,0
287,21.34,25.7,0.0,474.5,0.004033195,0
288,21.29,25.7,0.0,478.0,0.004020769,0
289,21.29,25.7,0.0,475.3333333,0.004020769,0
290,21.29,25.7,0.0,477.0,0.004020769,0
291,21.29,25.7,0.0,475.5,0.004020769,0
292,21.29,25.7,0.0,477.5,0.004020769,0
293,21.29,25.7,0.0,477.5,0.004020769,0
294,21.29,25.7,0.0,478.0,0.004020769,0
295,21.29,25.7,0.0,473.5,0.004020769,0
296,21.29,25.7,0.0,472.5,0.004020769,0
297,21.29,25.7,0.0,472.0,0.004020769,0
298,21.29,25.7,0.0,469.5,0.004020769,0
299,21.29,25.7,0.0,466.6666667,0.004020769,0
300,21.29,25.7,0.0,467.0,0.004020769,0
301,21.29,25.7,0.0,469.5,0.004020769,0
302,21.2,25.6,0.0,469.0,0.003982828,0
303,21.29,25.7,0.0,471.0,0.004020769,0
304,21.29,25.7,0.0,469.0,0.004020769,0
305,21.26,25.66666667,0.0,467.3333333,0.00400809,0
306,21.245,25.65,0.0,471.5,0.004001763,0
307,21.23,25.63333333,0.0,471.6666667,0.003995443,0
308,21.29,25.7,0.0,475.0,0.004020769,0
309,21.2,25.6,0.0,471.0,0.003982828,0
310,21.2,25.6,0.0,471.0,0.003982828,0
311,21.245,25.65,0.0,471.0,0.004001763,0
312,21.245,25.65,0.0,474.5,0.004001763,0
313,21.2,25.6,0.0,475.5,0.003982828,0
314,21.2,25.6,0.0,474.0,0.003982828,0
315,21.2,25.6,0.0,469.0,0.003982828,0
316,21.2,25.6,0.0,474.0,0.003982828,0
317,21.2,25.6,0.0,474.0,0.003982828,0
318,21.2,25.6,0.0,468.5,0.003982828,0
319,21.2,25.6,0.0,469.5,0.003982828,0
320,21.2,25.6,0.0,472.5,0.003982828,0
321,21.2,25.6,0.0,467.5,0.003982828,0
322,21.2,25.6,0.0,469.0,0.003982828,0
323,21.2,25.55,0.0,466.5,0.003974999,0
324,21.2,25.5,0.0,469.5,0.003967171,0
325,21.2,25.5,0.0,469.0,0.003967171,0
326,21.2,25.5,0.0,467.0,0.003967171,0
327,21.2,25.5,0.0,467.3333333,0.003967171,0
328,21.2,25.5,0.0,467.0,0.003967171,0
329,21.2,25.5,0.0,464.5,0.003967171,0
330,21.2,25.445,0.0,466.0,0.00395856,0
331,21.2,25.5,0.0,473.0,0.003967171,0
332,21.2,25.39,0.0,475.0,0.003949949,0
333,21.2,25.39,0.0,471.0,0.003949949,0
334,21.2,25.39,0.0,470.0,0.003949949,0
335,21.2,25.39,0.0,466.25,0.003949949,0
336,21.2,25.39,0.0,467.0,0.003949949,0
337,21.2,25.39,0.0,473.0,0.003949949,0
338,21.2,25.39,0.0,468.0,0.003949949,0
339,21.2,25.39,0.0,463.0,0.003949949,0
340,21.2,25.39,0.0,466.0,0.003949949,0
341,21.2,25.39,0.0,467.0,0.003949949,0
342,21.2,25.29,0.0,468.0,0.003934293,0
343,21.2,25.39,0.0,468.0,0.003949949,0
344,21.2,25.29,0.0,468.0,0.003934293,0
345,21.2,25.34,0.0,465.5,0.003942121,0
346,21.2,25.39,0.0,464.0,0.003949949,0
347,21.2,25.34,0.0,464.5,0.003942121,0
348,21.2,25.29,0.0,465.6666667,0.003934293,0
349,21.2,25.365,0.0,465.75,0.003946035,0
350,21.2,25.39,0.0,464.0,0.003949949,0
351,21.2,25.39,0.0,467.0,0.003949949,0
352,21.15,25.39,0.0,466.5,0.003937767,0
353,21.2,25.39,0.0,465.0,0.003949949,0
354,21.2,25.39,0.0,462.0,0.003949949,0
355,21.2,25.39,0.0,459.6666667,0.003949949,0
356,21.2,25.29,0.0,458.0,0.003934293,0
357,21.2,25.34,0.0,462.5,0.003942121,0
358,21.2,25.29,0.0,467.0,0.003934293,0
359,21.2,25.29,0.0,466.5,0.003934293,0
360,21.2,25.29,0.0,463.0,0.003934293,0
361,21.2,25.29,0.0,465.0,0.003934293,0
362,21.2,25.29,0.0,463.25,0.003934293,0
363,21.2,25.29,0.0,460.0,0.003934293,0
364,21.2,25.29,0.0,457.0,0.003934293,0
365,21.2,25.29,0.0,456.0,0.003934293,0
366,21.245,25.245,0.0,454.0,0.003938177,0
367,21.23,25.23,0.0,454.0,0.003932179,0
368,21.29,25.29,0.0,458.0,0.003956216,0
369,21.2,25.2,0.0,456.0,0.003920204,0
370,21.245,25.245,0.0,456.5,0.003938177,0
371,21.245,25.245,0.0,458.5,0.003938177,0
372,21.26,25.26,0.0,459.6666667,0.003944183,0
373,21.245,25.245,0.0,464.0,0.003938177,0
374,21.245,25.2,0.0,465.0,0.003931113,0
375,21.29,25.2,0.0,461.0,0.003942048,0
376,21.245,25.2,0.0,458.5,0.003931113,0
377,21.29,25.2,0.0,459.0,0.003942048,0
378,21.29,25.2,0.0,451.0,0.003942048,0
379,21.29,25.2,0.0,456.0,0.003942048,0
380,21.29,25.2,0.0,463.0,0.003942048,0
381,21.29,25.2,0.0,461.6666667,0.003942048,0
382,21.29,25.2,0.0,458.0,0.003942048,0
383,21.29,25.2,0.0,450.0,0.003942048,0
384,21.29,25.2,0.0,457.0,0.003942048,0
385,21.29,25.2,0.0,456.0,0.003942048,0
386,21.29,25.2,0.0,456.0,0.003942048,0
387,21.29,25.2,0.0,461.0,0.003942048,0
388,21.29,25.2,0.0,463.0,0.003942048,0
389,21.29,25.2,0.0,460.0,0.003942048,0
390,21.29,25.2,0.0,456.0,0.003942048,0
391,21.29,25.2,0.0,454.5,0.003942048,0
392,21.29,25.2,0.0,448.5,0.003942048,0
393,21.29,25.2,0.0,453.5,0.003942048,0
394,21.29,25.2,0.0,454.0,0.003942048,0
395,21.29,25.2,0.0,454.0,0.003942048,0
396,21.29,25.245,0.0,450.5,0.003949132,0
397,21.29,25.245,0.0,453.0,0.003949132,0
398,21.2,25.2,0.0,457.0,0.003920204,0
399,21.2,25.2,0.0,452.5,0.003920204,0
400,21.2,25.2,0.0,449.0,0.003920204,0
401,21.2,25.2,0.0,458.6666667,0.003920204,0
402,21.2,25.2,0.0,454.5,0.003920204,0
403,21.2,25.245,0.0,455.5,0.003927249,0
404,21.2,25.245,0.0,453.5,0.003927249,0
405,21.2,25.29,0.0,452.0,0.003934293,0
406,21.2,25.29,0.0,451.5,0.003934293,0
407,21.2,25.29,0.0,451.0,0.003934293,0
408,21.16666667,25.35666667,0.0,450.3333333,0.003936616,0
409,21.16666667,25.39,0.0,450.0,0.003941824,0
410,21.15,25.39,0.0,453.5,0.003937767,0
411,21.1,25.39,0.0,454.0,0.003925619,0
412,21.15,25.39,0.0,452.5,0.003937767,0
413,21.1,25.39,0.0,454.0,0.003925619,0
414,21.1,25.39,0.0,457.0,0.003925619,0
415,21.1,25.46333333,0.0,450.3333333,0.003937029,0
416,21.1,25.5,0.0,451.0,0.003942734,0
417,21.1,25.5,0.0,451.0,0.003942734,0
418,21.05,25.445,0.0,449.0,0.003922035,0
419,21.1,25.5,0.0,449.0,0.003942734,0
420,21.05,25.445,0.0,450.0,0.003922035,0
421,21.05,25.445,0.0,449.0,0.003922035,0
422,21.1,25.5,0.0,445.0,0.003942734,0
423,21.0,25.39,0.0,443.0,0.003901421,0
424,21.1,25.5,0.0,446.5,0.003942734,0
425,21.1,25.5,0.0,446.0,0.003942734,0
426,21.1,25.5,0.0,451.5,0.003942734,0
427,21.1,25.39,0.0,445.0,0.003925619,0
428,21.1,25.39,0.0,449.0,0.003925619,0
429,21.1,25.39,0.0,451.6666667,0.003925619,0
430,21.1,25.39,0.0,452.0,0.003925619,0
431,21.1,25.39,0.0,451.0,0.003925619,0
432,21.05,25.34,0.0,450.0,0.003905749,0
433,21.1,25.39,0.0,450.0,0.003925619,0
434,21.1,25.39,0.0,448.0,0.003925619,0
435,21.1,25.39,0.0,450.6666667,0.003925619,0
436,21.1,25.39,0.0,450.0,0.003925619,0
437,21.15,25.39,0.0,446.0,0.003937767,0
438,21.1,25.39,0.0,444.0,0.003925619,0
439,21.125,25.39,0.0,447.5,0.003931689,0
440,21.13333333,25.39,0.0,443.3333333,0.003933714,0
441,21.1,25.34,0.0,443.5,0.00391784,0
442,21.1,25.34,0.0,444.0,0.00391784,0
443,21.15,25.34,0.0,449.0,0.003929964,0
444,21.2,25.29,0.0,449.3333333,0.003934293,0
445,21.15,25.29,0.0,448.0,0.003922161,0
446,21.15,25.245,0.0,449.5,0.003915138,0
447,21.2,25.245,0.0,450.0,0.003927249,0
448,21.2,25.2,0.0,447.0,0.003920204,0
449,21.2,25.2,0.0,446.0,0.003920204,0
450,21.13333333,25.2,0.0,443.0,0.003904093,0
451,21.16666667,25.2,0.0,444.0,0.003912141,0
452,21.2,25.2,0.0,444.5,0.003920204,0
453,21.2,25.2,0.0,445.0,0.003920204,0
454,21.2,25.2,0.0,451.0,0.003920204,0
455,21.2,25.2,0.0,450.0,0.003920204,0
456,21.2,25.2,0.0,444.0,0.003920204,0
457,21.2,25.2,0.0,443.0,0.003920204,0
458,21.2,25.1,0.0,438.5,0.00390455,0
459,21.2,25.1,0.0,441.0,0.00390455,0
460,21.2,25.1,0.0,444.0,0.00390455,0
461,21.2,25.15,0.0,441.5,0.003912377,0
462,21.2,25.1,0.0,441.0,0.00390455,0
463,21.2,25.1,0.0,439.5,0.00390455,0
464,21.2,25.1,0.0,441.0,0.00390455,0
465,21.2,25.1,0.0,442.0,0.00390455,0
466,21.2,25.1,0.0,441.0,0.00390455,0
467,21.2,25.1,0.0,436.0,0.00390455,0
468,21.2,25.1,0.0,442.5,0.00390455,0
469,21.2,25.1,0.0,446.0,0.00390455,0
470,21.2,25.1,0.0,443.0,0.00390455,0
471,21.2,25.1,0.0,437.5,0.00390455,0
472,21.2,25.1,0.0,440.5,0.00390455,0
473,21.2,25.05,0.0,439.5,0.003896723,0
474,21.2,25.0,0.0,443.0,0.003888897,0
475,21.2,25.0,0.0,443.0,0.003888897,0
476,21.2,25.0,0.0,438.5,0.003888897,0
477,21.2,25.0,0.0,438.0,0.003888897,0
478,21.2,25.0,0.0,442.3333333,0.003888897,0
479,21.2,25.0,0.0,448.0,0.003888897,0
480,21.2,25.1,0.0,447.5,0.00390455,0
481,21.125,25.1,0.0,445.75,0.003886501,0
482,21.1,25.0,0.0,439.0,0.003864945,0
483,21.1,25.1,0.0,440.0,0.003880502,0
484,21.1,25.1,0.0,441.5,0.003880502,0
485,21.1,25.06666667,0.0,439.0,0.003875316,0
486,21.1,25.0,0.0,439.0,0.003864945,0
487,21.1,25.1,0.0,437.5,0.003880502,0
488,21.05,25.05,0.0,437.5,0.003860772,0
489,21.1,25.1,0.0,439.3333333,0.003880502,0
490,21.1,25.1,0.0,443.0,0.003880502,0
491,21.0,25.0,0.0,440.5,0.003841124,0
492,21.0,25.0,0.0,442.3333333,0.003841124,0
493,21.0,25.0,0.0,440.6666667,0.003841124,0
494,21.0,25.0,0.0,440.0,0.003841124,0
495,21.0,25.0,0.0,439.0,0.003841124,0
496,21.0,25.0,0.0,442.0,0.003841124,0
497,21.0,25.0,0.0,443.5,0.003841124,0
498,21.0,25.0,0.0,445.0,0.003841124,0
499,21.0,25.0,0.0,445.0,0.003841124,0
500,21.0,25.05,0.0,442.5,0.003848854,0
501,21.0,25.1,0.0,440.0,0.003856584,0
502,21.0,25.0,0.0,439.5,0.003841124,0
503,21.0,25.0,0.0,438.5,0.003841124,0
504,21.0,25.0,0.0,435.0,0.003841124,0
505,21.0,25.0,0.0,439.5,0.003841124,0
506,21.0,25.0,0.0,440.5,0.003841124,0
507,21.0,25.0,0.0,439.5,0.003841124,0
508,21.0,25.0,0.0,441.0,0.003841124,0
509,21.0,25.0,0.0,442.0,0.003841124,0
510,21.0,25.0,0.0,445.0,0.003841124,0
511,21.0,25.0,0.0,444.0,0.003841124,0
512,21.0,25.0,0.0,445.0,0.003841124,0
513,21.0,24.89,0.0,444.0,0.003824119,0
514,21.0,24.89,0.0,443.0,0.003824119,0
515,21.0,24.89,0.0,448.0,0.003824119,0
516,21.05,24.945,0.0,443.0,0.003844489,0
517,21.05,24.945,0.0,440.0,0.003844489,0
518,21.0,24.89,0.0,440.0,0.003824119,0
519,21.03333333,24.92666667,0.0,441.0,0.00383769,0
520,21.05,24.945,0.0,440.5,0.003844489,0
521,21.05,24.945,0.0,444.5,0.003844489,0
522,21.1,25.0,0.0,446.0,0.003864945,0
523,21.05,24.945,0.0,442.5,0.003844489,0
524,21.0,24.89,0.0,439.0,0.003824119,0
525,21.1,24.89,0.0,441.0,0.003847834,0
526,21.1,24.89,0.0,438.3333333,0.003847834,0
527,21.03333333,24.89,0.0,439.5,0.00383201,0
528,21.075,24.9725,0.0,440.75,0.003854707,0
529,21.03333333,24.92666667,0.0,437.0,0.00383769,0
